flown_key;customer_key;leg_origin_key;leg_dest_key;trip_origin_key;trip_dest_key;flight_key;fare_class_key;channel_key;fare;miles;minutes_late;ticket_number
48;53;1;11;1;12;3;1;3;133;702;0;6119
48;53;11;12;1;12;99;2;4;127;669;0;6119
51;53;12;1;12;1;11;2;3;169;887;0;6119
70;53;12;13;12;19;6;4;2;31;161;0;2058
70;53;13;19;12;19;78;4;2;295;1555;71;2058
76;53;19;15;19;12;11;3;1;182;960;0;2058
76;53;15;12;19;12;79;4;1;53;277;4;2058
68;53;8;10;8;19;1;3;1;317;1671;39;1685
68;53;10;19;8;19;99;1;4;292;1538;0;1685
72;53;19;20;19;8;20;1;2;377;1984;0;1685
72;53;20;8;19;8;86;4;1;263;1386;0;1685
87;53;6;1;6;1;3;1;4;362;1904;0;958
93;53;1;8;1;6;22;3;3;184;967;0;958
93;53;8;6;1;6;89;2;1;222;1169;0;958
73;53;6;10;6;2;20;4;4;173;911;0;711
73;53;10;2;6;2;79;1;3;292;1538;94;711
76;53;2;6;2;6;15;3;1;41;214;81;711
93;53;16;18;16;18;4;2;1;42;222;0;6839
101;53;18;7;18;16;19;3;4;95;500;0;6839
101;53;7;16;18;16;86;3;1;59;312;0;6839
114;53;18;2;18;9;16;1;4;327;1722;0;2933
114;53;2;9;18;9;96;1;1;358;1882;0;2933
118;53;9;8;9;18;22;3;4;127;668;0;2933
118;53;8;18;9;18;93;2;4;322;1695;0;2933
103;53;18;4;18;10;23;1;1;80;419;0;1322
103;53;4;10;18;10;92;3;3;170;894;98;1322
105;53;10;18;10;18;6;1;3;122;643;0;1322
119;53;9;18;9;15;2;4;1;375;1975;0;6416
119;53;18;15;9;15;89;4;3;176;924;0;6416
125;53;15;9;15;9;12;1;3;207;1089;0;6416
135;53;11;14;11;6;11;4;2;164;864;0;7521
135;53;14;6;11;6;97;3;2;219;1150;0;7521
140;53;6;11;6;11;12;3;3;149;784;50;7521
133;53;7;9;7;9;7;1;4;34;177;35;1085
139;53;9;7;9;7;2;1;2;312;1644;0;1085
138;53;9;2;9;2;15;3;3;322;1696;0;9455
147;53;2;9;2;9;10;1;2;371;1952;0;9455
140;53;7;1;7;1;16;2;3;80;420;0;968
149;53;1;10;1;7;16;1;4;370;1948;0;968
149;53;10;7;1;7;95;2;2;333;1754;0;968
154;53;9;16;9;17;17;2;3;39;204;0;3427
154;53;16;17;9;17;91;4;4;360;1894;0;3427
156;53;17;9;17;9;9;2;4;206;1085;0;3427
159;53;5;10;5;18;15;1;1;52;272;0;9281
159;53;10;18;5;18;88;2;3;119;626;0;9281
164;53;18;19;18;5;17;4;2;243;1278;0;9281
164;53;19;5;18;5;89;4;1;54;286;0;9281
173;53;6;20;6;20;16;1;1;305;1605;0;1376
182;53;20;8;20;6;7;1;4;307;1618;0;1376
182;53;8;6;20;6;97;4;3;379;1994;0;1376
163;53;1;17;1;9;4;2;3;199;1046;0;4920
163;53;17;9;1;9;82;3;1;202;1064;0;4920
166;53;9;1;9;1;14;1;3;283;1487;0;4920
178;53;3;6;3;14;23;4;3;113;593;76;6122
178;53;6;14;3;14;99;2;4;46;240;0;6122
179;53;14;6;14;3;12;2;4;231;1215;0;6122
179;53;6;3;14;3;91;3;3;17;90;0;6122
24;54;9;8;9;6;16;1;4;18;94;80;9012
24;54;8;6;9;6;92;1;3;208;1097;0;9012
25;54;6;9;6;9;6;3;4;102;535;0;9012
11;54;15;3;15;3;17;2;2;86;453;0;7326
13;54;3;15;3;15;9;2;3;248;1307;0;7326
28;54;8;18;8;13;8;1;2;81;425;0;3466
28;54;18;13;8;13;92;2;3;140;737;0;3466
33;54;13;11;13;8;17;3;2;5;27;79;3466
33;54;11;8;13;8;96;2;3;110;578;0;3466
40;54;18;10;18;10;1;1;2;204;1076;0;3498
41;54;10;18;10;18;5;4;4;147;775;0;3498
43;54;17;14;17;14;18;3;4;20;106;0;2990
51;54;14;10;14;17;3;4;3;310;1632;9;2990
51;54;10;17;14;17;79;4;3;60;315;0;2990
61;54;5;7;5;12;25;3;2;313;1646;0;5568
61;54;7;12;5;12;94;4;1;159;838;69;5568
62;54;12;13;12;5;9;1;1;168;883;0;5568
62;54;13;5;12;5;93;1;2;354;1864;0;5568
54;54;10;7;10;11;10;3;4;251;1320;0;2824
54;54;7;11;10;11;95;3;2;310;1632;0;2824
60;54;11;10;11;10;8;4;3;293;1542;0;2824
51;54;9;14;9;11;17;2;4;112;591;0;8287
51;54;14;11;9;11;93;1;1;214;1127;0;8287
55;54;11;15;11;9;17;2;2;238;1250;0;8287
55;54;15;9;11;9;86;4;1;196;1034;0;8287
70;54;16;11;16;20;9;3;2;73;385;0;8008
70;54;11;20;16;20;88;3;4;0;1;0;8008
77;54;20;12;20;16;17;4;1;285;1498;0;8008
77;54;12;16;20;16;97;3;3;340;1788;0;8008
75;54;3;6;3;6;8;3;4;89;467;0;4458
84;54;6;4;6;3;23;1;2;39;205;0;4458
84;54;4;3;6;3;85;3;2;318;1674;0;4458
82;54;18;8;18;15;25;3;4;285;1499;0;3842
82;54;8;15;18;15;99;1;4;339;1783;0;3842
91;54;15;18;15;18;6;3;2;55;287;0;3842
106;54;11;7;11;15;19;1;3;27;140;0;2117
106;54;7;15;11;15;79;4;1;207;1088;0;2117
114;54;15;9;15;11;18;2;3;197;1035;0;2117
114;54;9;11;15;11;91;4;3;254;1339;0;2117
113;54;17;14;17;14;5;1;3;61;320;0;4603
121;54;14;2;14;17;10;2;3;291;1530;0;4603
121;54;2;17;14;17;78;4;3;355;1870;0;4603
97;54;15;14;15;3;6;3;1;48;252;0;5401
97;54;14;3;15;3;98;1;1;144;759;0;5401
106;54;3;2;3;15;15;1;4;202;1062;0;5401
106;54;2;15;3;15;85;3;4;50;261;0;5401
109;54;3;2;3;2;16;3;4;12;65;25;4612
110;54;2;3;2;3;12;1;1;359;1890;0;4612
119;54;17;10;17;15;18;3;3;244;1286;0;8599
119;54;10;15;17;15;85;2;2;340;1790;0;8599
123;54;15;9;15;17;14;3;4;90;474;0;8599
123;54;9;17;15;17;95;1;2;223;1172;0;8599
141;54;15;2;15;18;15;1;2;333;1754;0;4574
141;54;2;18;15;18;83;2;2;98;517;0;4574
143;54;18;15;18;15;19;4;1;175;923;0;4574
131;54;18;7;18;6;18;2;4;168;885;0;6730
131;54;7;6;18;6;86;1;4;240;1262;0;6730
137;54;6;18;6;18;1;2;2;166;872;0;6730
148;54;11;3;11;4;21;2;1;186;979;0;7580
148;54;3;4;11;4;97;4;1;47;246;0;7580
153;54;4;11;4;11;10;1;2;283;1488;0;7580
145;54;14;13;14;13;16;1;3;142;749;0;8920
153;54;13;6;13;14;5;1;4;216;1135;0;8920
153;54;6;14;13;14;81;1;2;13;70;0;8920
168;54;17;19;17;1;8;4;1;220;1158;0;7165
168;54;19;1;17;1;92;4;4;162;853;0;7165
173;54;1;17;1;17;17;2;1;341;1795;35;7165
172;54;6;20;6;8;2;4;3;90;473;0;7358
172;54;20;8;6;8;83;4;2;149;784;77;7358
174;54;8;9;8;6;23;2;1;263;1385;0;7358
174;54;9;6;8;6;99;3;3;250;1314;0;7358
163;54;15;20;15;20;14;1;4;130;684;0;3667
171;54;20;8;20;15;12;2;4;6;34;0;3667
171;54;8;15;20;15;93;3;4;350;1840;0;3667
182;54;7;20;7;13;23;3;4;1;5;0;4432
182;54;20;13;7;13;77;3;1;300;1580;0;4432
173;54;7;17;7;17;19;3;3;99;519;0;3313
180;54;17;7;17;7;5;1;4;352;1854;0;3313
12;55;9;14;9;14;3;1;3;130;682;0;861
22;55;14;9;14;9;5;1;3;371;1950;0;861
34;55;14;3;14;15;2;1;1;379;1996;0;3521
34;55;3;15;14;15;93;1;2;187;983;82;3521
37;55;15;14;15;14;1;3;3;335;1764;0;3521
21;55;15;4;15;4;8;3;4;118;623;0;2756
27;55;4;20;4;15;15;2;2;227;1193;0;2756
27;55;20;15;4;15;77;3;1;57;299;0;2756
40;55;2;19;2;19;17;2;1;238;1254;0;7644
45;55;19;2;19;2;1;3;1;323;1699;0;7644
54;55;16;6;16;9;14;1;3;290;1526;21;3057
54;55;6;9;16;9;93;1;4;106;559;59;3057
57;55;9;16;9;16;12;4;4;92;486;0;3057
45;55;16;13;16;10;8;3;2;65;342;0;1645
45;55;13;10;16;10;91;3;3;371;1954;24;1645
55;55;10;16;10;16;5;4;2;245;1288;0;1645
58;55;6;19;6;19;18;3;4;2;8;0;8685
66;55;19;6;19;6;11;3;3;146;768;0;8685
72;55;7;8;7;9;7;1;4;234;1232;0;4484
72;55;8;9;7;9;87;3;4;37;195;0;4484
74;55;9;7;9;7;18;2;1;66;348;0;4484
87;55;4;10;4;10;6;4;4;10;53;0;3843
92;55;10;15;10;4;7;3;4;250;1318;0;3843
92;55;15;4;10;4;89;2;1;365;1920;0;3843
75;55;12;10;12;10;10;1;3;300;1577;0;2795
78;55;10;6;10;12;2;4;2;168;885;43;2795
78;55;6;12;10;12;92;4;3;251;1319;0;2795
89;55;9;13;9;13;20;1;1;200;1054;0;377
95;55;13;14;13;9;21;4;1;39;204;0;377
95;55;14;9;13;9;91;2;4;351;1846;0;377
107;55;20;13;20;7;1;4;2;210;1106;0;7733
107;55;13;7;20;7;85;1;1;122;640;0;7733
114;55;7;20;7;20;16;1;3;300;1578;0;7733
100;55;13;4;13;11;5;3;3;225;1183;0;4100
100;55;4;11;13;11;91;3;2;226;1189;0;4100
108;55;11;13;11;13;15;4;4;196;1030;0;4100
110;55;6;17;6;17;7;4;1;303;1596;0;3948
119;55;17;6;17;6;14;1;4;301;1586;30;3948
107;55;4;1;4;9;11;2;3;309;1627;0;1959
107;55;1;9;4;9;99;4;3;162;854;0;1959
115;55;9;4;9;4;17;2;4;45;235;0;1959
115;55;4;20;4;20;19;2;1;27;144;0;3801
117;55;20;4;20;4;2;4;4;269;1418;0;3801
115;55;5;18;5;11;8;1;3;94;496;0;2299
115;55;18;11;5;11;89;4;4;113;595;0;2299
121;55;11;6;11;5;11;3;2;81;424;0;2299
121;55;6;5;11;5;88;4;4;95;499;0;2299
135;55;4;19;4;13;16;3;4;26;139;0;1248
135;55;19;13;4;13;78;2;2;20;106;0;1248
136;55;13;8;13;4;5;4;2;35;183;0;1248
136;55;8;4;13;4;81;3;2;308;1619;0;1248
130;55;20;19;20;4;24;2;2;306;1609;0;7891
130;55;19;4;20;4;77;1;2;196;1029;0;7891
132;55;4;20;4;20;9;3;1;44;231;0;7891
139;55;1;8;1;15;20;3;3;27;140;0;2240
139;55;8;15;1;15;75;2;4;365;1919;0;2240
144;55;15;8;15;1;22;1;2;69;364;0;2240
144;55;8;1;15;1;83;4;2;84;443;0;2240
145;55;12;13;12;19;10;4;3;174;917;0;6730
145;55;13;19;12;19;78;3;3;204;1072;0;6730
148;55;19;12;19;12;13;4;1;312;1640;0;6730
155;55;5;1;5;16;25;3;3;145;761;7;1637
155;55;1;16;5;16;84;3;1;33;172;0;1637
160;55;16;14;16;5;24;3;2;218;1148;0;1637
160;55;14;5;16;5;94;4;1;316;1665;0;1637
184;55;2;19;2;19;18;3;1;23;120;0;1566
3;56;17;8;17;14;9;2;2;197;1039;44;7912
3;56;8;14;17;14;78;2;3;124;651;0;7912
8;56;14;17;14;17;3;2;2;317;1671;54;7912
19;56;13;5;13;5;7;4;3;215;1131;0;4402
25;56;5;13;5;13;8;2;1;177;933;0;4402
39;56;18;5;18;14;19;2;3;162;855;0;9877
39;56;5;14;18;14;95;3;3;340;1792;0;9877
43;56;14;18;14;18;13;4;1;157;828;0;9877
45;56;1;4;1;12;2;3;4;316;1663;0;7045
45;56;4;12;1;12;96;4;3;137;723;0;7045
49;56;12;17;12;1;18;4;3;247;1299;0;7045
49;56;17;1;12;1;85;3;2;245;1288;0;7045
55;56;8;19;8;19;18;4;4;118;619;0;6697
57;56;19;16;19;8;16;3;1;302;1589;0;6697
57;56;16;8;19;8;79;4;4;301;1585;0;6697
60;56;17;19;17;19;3;1;4;231;1218;47;6364
69;56;19;17;19;17;16;3;1;214;1127;0;6364
52;56;16;17;16;11;12;3;1;346;1822;0;5620
52;56;17;11;16;11;84;4;1;244;1282;0;5620
57;56;11;16;11;16;13;3;2;23;122;0;5620
57;56;5;1;5;1;2;4;1;20;104;0;9114
67;56;1;19;1;5;11;1;3;164;862;0;9114
67;56;19;5;1;5;83;4;1;89;468;0;9114
80;56;15;20;15;20;9;2;1;192;1008;0;9701
90;56;20;9;20;15;2;3;2;126;665;0;9701
90;56;9;15;20;15;99;2;1;101;533;0;9701
85;56;8;11;8;6;16;3;2;212;1114;0;1722
85;56;11;6;8;6;79;4;3;33;173;0;1722
86;56;6;8;6;8;10;3;3;32;167;10;1722
100;56;7;14;7;10;9;1;4;270;1420;0;6500
100;56;14;10;7;10;97;3;1;202;1061;0;6500
109;56;10;7;10;7;20;4;3;212;1118;0;6500
100;56;19;13;19;13;9;4;2;209;1098;0;9439
105;56;13;1;13;19;25;3;4;40;209;0;9439
105;56;1;19;13;19;75;3;1;338;1778;0;9439
106;56;8;3;8;7;6;3;2;318;1673;0;3501
106;56;3;7;8;7;93;3;2;298;1570;0;3501
109;56;7;8;7;8;12;2;3;187;983;0;3501
120;56;11;15;11;15;12;2;3;274;1441;41;3193
122;56;15;11;15;11;6;4;4;221;1165;0;3193
113;56;7;11;7;11;4;4;2;105;550;0;8120
119;56;11;7;11;7;18;1;2;322;1693;0;8120
126;56;19;1;19;1;12;1;3;244;1283;0;5076
133;56;1;8;1;19;8;4;2;135;709;0;5076
133;56;8;19;1;19;91;4;2;309;1624;0;5076
131;56;8;20;8;20;6;2;1;319;1680;0;573
140;56;20;16;20;8;18;3;4;340;1790;0;573
140;56;16;8;20;8;98;4;1;290;1527;0;573
141;56;10;2;10;9;16;3;1;280;1476;0;9763
141;56;2;9;10;9;94;2;1;41;214;0;9763
142;56;9;4;9;10;11;4;1;337;1773;0;9763
142;56;4;10;9;10;86;1;1;298;1570;29;9763
134;56;19;6;19;18;21;4;3;0;1;0;6928
134;56;6;18;19;18;92;4;4;172;905;0;6928
135;56;18;19;18;19;9;1;2;29;153;0;6928
141;56;17;10;17;18;11;4;2;267;1403;0;6577
141;56;10;18;17;18;76;3;4;264;1392;0;6577
145;56;18;17;18;17;8;2;2;208;1094;0;6577
143;56;20;19;20;19;15;3;2;150;791;0;300
151;56;19;12;19;20;8;3;1;274;1443;0;300
151;56;12;20;19;20;92;4;3;93;488;0;300
173;56;8;10;8;10;15;4;1;250;1314;0;7317
177;56;10;17;10;8;22;3;1;207;1087;0;7317
177;56;17;8;10;8;81;2;2;378;1992;0;7317
20;57;9;11;9;11;12;4;1;58;305;0;4594
29;57;11;10;11;9;12;2;1;112;592;0;4594
29;57;10;9;11;9;81;3;1;240;1263;24;4594
29;57;8;12;8;12;5;1;3;20;104;0;699
38;57;12;2;12;8;6;1;3;219;1152;0;699
38;57;2;8;12;8;85;4;3;13;69;0;699
42;57;20;6;20;6;18;3;4;7;39;0;773
45;57;6;20;6;20;3;1;4;72;379;0;773
25;57;9;16;9;5;18;2;2;138;725;0;6834
25;57;16;5;9;5;93;4;2;23;119;0;6834
35;57;5;13;5;9;17;3;1;249;1308;0;6834
35;57;13;9;5;9;81;3;2;331;1743;0;6834
50;57;18;17;18;17;3;1;3;155;817;0;3039
55;57;17;20;17;18;14;1;1;53;281;0;3039
55;57;20;18;17;18;97;3;2;301;1585;0;3039
37;57;6;4;6;2;1;2;3;78;408;0;8981
37;57;4;2;6;2;79;3;4;356;1876;0;8981
44;57;2;12;2;6;23;1;4;54;285;0;8981
44;57;12;6;2;6;78;2;4;326;1717;0;8981
52;57;13;6;13;10;6;1;1;25;130;0;5334
52;57;6;10;13;10;83;2;2;63;334;0;5334
59;57;10;1;10;13;2;4;3;331;1741;0;5334
59;57;1;13;10;13;76;1;3;155;818;0;5334
62;57;12;16;12;20;2;1;1;166;872;0;8759
62;57;16;20;12;20;92;2;2;221;1161;0;8759
63;57;20;12;20;12;12;4;1;293;1542;0;8759
62;57;4;13;4;12;12;2;1;336;1770;0;571
62;57;13;12;4;12;76;3;1;60;316;0;571
63;57;12;4;12;4;3;2;1;10;53;93;571
68;57;8;18;8;18;16;3;4;274;1444;0;7017
70;57;18;8;18;8;1;2;2;256;1349;0;7017
93;57;11;13;11;6;2;1;1;5;26;72;4783
93;57;13;6;11;6;75;3;1;143;755;0;4783
94;57;6;15;6;11;11;4;4;156;822;46;4783
94;57;15;11;6;11;91;3;2;173;912;0;4783
103;57;14;17;14;15;21;4;2;127;666;0;4021
103;57;17;15;14;15;97;1;3;152;800;0;4021
109;57;15;10;15;14;4;4;3;333;1755;0;4021
109;57;10;14;15;14;80;3;1;366;1928;0;4021
101;57;6;1;6;1;4;1;1;217;1143;0;2029
103;57;1;20;1;6;25;3;2;82;433;0;2029
103;57;20;6;1;6;94;1;4;67;354;0;2029
112;57;14;13;14;13;1;4;4;158;829;86;6647
113;57;13;14;13;14;12;1;1;4;19;0;6647
113;57;15;10;15;10;12;3;1;39;204;0;1422
120;57;10;15;10;15;4;3;1;326;1714;60;1422
126;57;12;20;12;20;1;2;4;153;806;0;6581
127;57;20;12;20;12;19;2;4;11;56;0;6581
130;57;20;19;20;19;2;2;3;295;1554;0;6807
134;57;19;20;19;20;4;4;4;330;1738;0;6807
122;57;17;12;17;5;24;2;1;95;502;0;9280
122;57;12;5;17;5;93;2;1;378;1987;85;9280
131;57;5;17;5;17;15;4;1;154;811;0;9280
146;57;5;2;5;2;8;4;3;205;1081;0;4217
148;57;2;5;2;5;15;2;2;315;1658;0;4217
137;57;9;6;9;12;23;1;3;343;1804;0;7098
137;57;6;12;9;12;89;4;3;158;834;99;7098
145;57;12;9;12;9;6;3;1;31;161;0;7098
144;57;3;10;3;10;15;3;4;315;1659;0;9330
149;57;10;3;10;3;2;3;4;226;1191;0;9330
168;57;10;4;10;4;8;4;4;48;253;0;5436
176;57;4;10;4;10;14;1;4;197;1039;0;5436
183;57;1;7;1;7;8;3;4;21;108;0;4110
183;57;11;7;11;7;17;2;1;349;1836;0;9228
20;58;1;7;1;12;12;1;1;12;64;0;5759
20;58;7;12;1;12;79;4;3;5;26;0;5759
29;58;12;20;12;1;18;3;3;65;344;0;5759
29;58;20;1;12;1;96;1;4;122;643;49;5759
27;58;2;9;2;9;17;1;4;21;110;0;10
37;58;9;2;9;2;12;4;2;244;1282;0;10
22;58;10;6;10;6;13;4;4;253;1334;0;550
31;58;6;10;6;10;15;3;2;186;981;0;550
38;58;20;15;20;15;19;1;2;309;1624;0;8077
47;58;15;16;15;20;17;1;2;138;726;98;8077
47;58;16;20;15;20;81;4;4;164;863;0;8077
43;58;19;11;19;6;12;3;1;305;1607;0;3045
43;58;11;6;19;6;79;4;3;320;1686;0;3045
49;58;6;19;6;19;11;1;1;65;343;0;3045
50;58;5;9;5;13;6;2;4;127;668;18;1364
50;58;9;13;5;13;94;4;1;108;568;0;1364
54;58;13;5;13;5;11;2;2;210;1103;0;1364
65;58;12;18;12;18;9;1;4;335;1763;10;8519
70;58;18;12;18;12;17;3;4;193;1018;0;8519
74;58;16;7;16;7;10;3;4;357;1880;0;34
81;58;7;16;7;16;8;2;3;341;1793;96;34
87;58;7;3;7;3;17;4;4;191;1003;0;2645
89;58;3;7;3;7;5;4;4;32;170;0;2645
90;58;19;7;19;7;20;4;3;47;249;0;2175
100;58;7;19;7;19;14;4;2;125;659;0;2175
88;58;1;3;1;3;9;1;4;234;1233;0;1251
96;58;3;1;3;1;5;4;1;373;1961;0;1251
99;58;12;16;12;14;6;4;1;317;1666;0;4629
99;58;16;14;12;14;97;1;2;344;1810;0;4629
108;58;14;15;14;12;23;1;1;326;1718;95;4629
108;58;15;12;14;12;91;4;2;40;211;0;4629
89;58;16;19;16;19;6;1;3;212;1116;0;963
91;58;19;16;19;16;8;3;1;173;911;0;963
93;58;7;8;7;12;13;2;4;94;493;0;1563
93;58;8;12;7;12;89;3;1;55;289;0;1563
96;58;12;8;12;7;24;4;4;286;1506;0;1563
96;58;8;7;12;7;94;4;1;50;264;0;1563
120;58;16;8;16;8;1;2;1;363;1908;0;9926
124;58;8;16;8;16;2;4;1;57;300;0;9926
124;58;17;16;17;16;8;2;4;328;1725;0;7822
132;58;16;17;16;17;6;3;1;293;1542;58;7822
129;58;17;20;17;20;14;4;3;276;1455;0;539
138;58;20;6;20;17;23;2;1;207;1088;0;539
138;58;6;17;20;17;94;2;3;309;1627;0;539
129;58;5;11;5;8;9;2;1;295;1552;0;6024
129;58;11;8;5;8;99;1;1;317;1669;1;6024
133;58;8;15;8;5;8;3;3;152;802;62;6024
133;58;15;5;8;5;91;2;3;169;888;0;6024
148;58;15;13;15;3;22;2;4;302;1591;0;8245
148;58;13;3;15;3;76;4;2;126;665;0;8245
149;58;3;15;3;15;7;4;4;234;1232;0;8245
146;58;10;8;10;5;3;3;3;282;1485;0;8205
146;58;8;5;10;5;98;1;4;141;740;0;8205
153;58;5;17;5;10;17;4;4;336;1769;0;8205
153;58;17;10;5;10;80;2;2;330;1736;0;8205
143;58;12;13;12;13;4;4;2;360;1893;33;2149
145;58;13;20;13;12;17;3;2;217;1140;0;2149
145;58;20;12;13;12;95;2;2;204;1076;0;2149
178;58;4;18;4;14;18;4;2;111;586;0;8958
178;58;18;14;4;14;75;4;2;14;75;0;8958
159;58;18;11;18;17;10;2;4;244;1283;0;6418
159;58;11;17;18;17;87;2;2;29;153;0;6418
167;58;17;14;17;18;6;2;2;143;755;6;6418
167;58;14;18;17;18;84;2;4;44;233;0;6418
174;58;1;12;1;12;6;4;2;269;1415;0;3056
182;58;12;9;12;1;7;1;1;242;1275;2;3056
182;58;9;1;12;1;98;1;3;374;1967;0;3056
175;58;19;14;19;4;17;1;3;248;1306;0;5845
175;58;14;4;19;4;82;1;3;15;78;0;5845
30;59;3;7;3;7;13;4;1;229;1206;0;1132
34;59;7;3;7;3;18;3;4;267;1403;0;1132
9;59;9;2;9;6;12;3;4;271;1424;0;7789
9;59;2;6;9;6;99;3;2;126;663;0;7789
17;59;6;9;6;9;9;1;1;343;1804;0;7789
44;59;17;20;17;7;24;4;2;34;178;0;6257
44;59;20;7;17;7;79;4;3;361;1898;0;6257
53;59;7;1;7;17;21;3;1;276;1453;0;6257
53;59;1;17;7;17;87;1;3;163;856;2;6257
40;59;4;15;4;15;9;1;4;378;1987;0;9507
44;59;15;4;15;4;13;4;1;323;1699;13;9507
53;59;12;3;12;3;8;2;4;318;1672;0;8152
60;59;3;12;3;12;6;1;2;81;424;0;8152
40;59;6;7;6;7;4;3;4;264;1391;0;7438
43;59;7;9;7;6;9;4;3;361;1901;0;7438
43;59;9;6;7;6;99;3;2;117;615;0;7438
72;59;12;14;12;14;19;3;3;219;1151;30;4009
74;59;14;12;14;12;13;4;2;285;1499;0;4009
64;59;10;15;10;7;9;3;1;181;951;0;2258
64;59;15;7;10;7;84;1;2;56;295;0;2258
65;59;7;10;7;10;11;2;1;27;140;0;2258
66;59;19;4;19;4;9;4;2;23;120;0;2501
69;59;4;19;4;19;6;2;3;299;1573;0;2501
88;59;15;20;15;18;14;2;2;214;1128;0;6375
88;59;20;18;15;18;83;4;3;27;142;0;6375
93;59;18;15;18;15;3;4;1;50;263;0;6375
87;59;4;2;4;5;1;1;2;37;193;0;6389
87;59;2;5;4;5;95;3;3;341;1795;0;6389
89;59;5;4;5;4;15;4;3;282;1483;0;6389
96;59;14;5;14;5;4;2;3;65;340;0;2693
103;59;5;14;5;14;8;4;2;182;957;0;2693
100;59;13;1;13;2;3;2;3;269;1416;0;4421
100;59;1;2;13;2;86;3;3;286;1505;0;4421
108;59;2;13;2;13;17;4;3;42;219;32;4421
109;59;16;1;16;2;24;1;1;90;476;0;329
109;59;1;2;16;2;99;2;4;43;224;0;329
118;59;2;1;2;16;8;4;1;309;1628;0;329
118;59;1;16;2;16;82;3;2;189;997;0;329
115;59;10;19;10;8;3;4;2;247;1300;0;3635
115;59;19;8;10;8;87;2;1;160;844;0;3635
118;59;8;10;8;10;19;2;2;79;414;0;3635
116;59;9;4;9;4;18;3;3;150;788;0;1815
121;59;4;9;4;9;11;3;2;198;1044;0;1815
121;59;12;17;12;10;24;1;2;339;1784;0;1967
121;59;17;10;12;10;88;2;2;142;745;0;1967
129;59;10;12;10;12;17;3;3;375;1973;0;1967
141;59;3;4;3;4;4;1;3;360;1895;0;9408
146;59;4;17;4;3;17;4;1;309;1627;0;9408
146;59;17;3;4;3;98;2;1;100;527;0;9408
140;59;20;2;20;5;15;1;1;232;1219;0;3964
140;59;2;5;20;5;94;4;3;52;272;0;3964
143;59;5;20;5;20;4;4;2;149;783;0;3964
153;59;1;4;1;20;14;2;4;78;410;0;7974
153;59;4;20;1;20;99;3;1;181;954;0;7974
161;59;20;1;20;1;19;2;2;307;1616;0;7974
167;59;1;19;1;7;10;2;2;261;1376;0;8148
167;59;19;7;1;7;93;1;1;113;596;0;8148
171;59;7;4;7;1;17;2;2;138;727;0;8148
171;59;4;1;7;1;83;1;2;201;1057;0;8148
174;59;18;15;18;7;23;3;4;167;878;0;3283
174;59;15;7;18;7;75;3;4;135;709;0;3283
183;59;7;18;7;18;19;1;1;163;859;0;3283
164;59;19;9;19;9;11;2;3;184;967;0;3807
167;59;9;4;9;19;11;2;4;36;188;0;3807
167;59;4;19;9;19;91;2;3;167;880;7;3807
178;59;5;1;5;4;12;2;2;102;536;0;6677
178;59;1;4;5;4;90;2;2;83;435;50;6677
182;59;4;12;4;5;20;4;2;86;452;0;6677
182;59;12;5;4;5;79;2;1;315;1656;0;6677
179;59;15;2;15;2;9;4;3;100;524;0;7679
24;60;5;3;5;3;13;4;4;309;1626;0;2335
32;60;3;5;3;5;14;4;3;64;339;0;2335
21;60;13;19;13;4;21;4;3;379;1994;0;6108
21;60;19;4;13;4;79;4;3;368;1936;0;6108
27;60;4;6;4;13;8;2;4;291;1529;0;6108
27;60;6;13;4;13;93;3;3;352;1852;0;6108
36;60;16;4;16;10;19;4;1;232;1220;0;8115
36;60;4;10;16;10;95;1;3;82;430;65;8115
37;60;10;17;10;16;4;1;4;230;1213;0;8115
37;60;17;16;10;16;84;1;1;213;1121;0;8115
33;60;6;18;6;14;21;1;3;17;89;0;4680
33;60;18;14;6;14;92;4;4;27;142;0;4680
35;60;14;6;14;6;8;1;2;276;1452;0;4680
31;60;5;3;5;3;5;2;2;224;1177;0;2249
38;60;3;5;3;5;16;3;2;132;696;0;2249
62;60;8;1;8;1;8;4;1;83;439;0;4050
63;60;1;8;1;8;19;2;1;81;427;0;4050
56;60;7;5;7;5;5;1;3;272;1434;0;5155
65;60;5;18;5;7;15;2;2;21;108;0;5155
65;60;18;7;5;7;78;3;1;7;36;0;5155
55;60;20;8;20;8;2;3;4;204;1074;0;6182
65;60;8;11;8;20;3;2;3;372;1956;34;6182
65;60;11;20;8;20;88;1;4;249;1309;13;6182
76;60;13;17;13;5;9;4;1;139;732;0;7255
76;60;17;5;13;5;98;2;4;377;1982;0;7255
86;60;5;11;5;13;4;2;1;270;1419;0;7255
86;60;11;13;5;13;89;1;1;325;1709;0;7255
79;60;20;19;20;5;4;2;3;67;355;0;5289
79;60;19;5;20;5;97;2;4;230;1210;0;5289
83;60;5;20;5;20;12;3;3;76;401;0;5289
100;60;19;14;19;16;25;1;3;212;1117;0;386
100;60;14;16;19;16;87;2;2;246;1296;46;386
108;60;16;19;16;19;6;4;2;326;1718;44;386
107;60;16;17;16;17;18;2;3;118;619;0;8708
111;60;17;11;17;16;19;3;3;193;1016;0;8708
111;60;11;16;17;16;96;2;4;104;545;0;8708
99;60;15;14;15;14;20;2;3;43;225;0;7745
106;60;14;2;14;15;1;4;1;257;1352;0;7745
106;60;2;15;14;15;87;4;4;92;484;0;7745
